TIPO_INSTRUMENTO;ESFERA;IBGE;UF;REGIAO;MACRORREGIAO;MUNICIPIO;EXERCICIO;FASE;SITUACAO;DATA
"3º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2020";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2020";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2021";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2022";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2022";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2022";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2022";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2023";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2023";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2023";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2023";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2025";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210125";"MA";"Rosário";"MACRORREGIAO NORTE";"BACABEIRA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2018";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2019";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2020";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2020";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2020";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2020";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2020";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2021";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2025";"2022-2025";"Em Elaboração";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210130";"MA";"Pinheiro";"MACRORREGIAO NORTE";"BACURI";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2018";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2019";"2018-2021";"Retornado para Ajustes";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2020";"2018-2021";"Em Elaboração";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2021";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2022";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2022";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2023";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2023";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2023";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2025";"2022-2025";"Em Elaboração";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210135";"MA";"Viana";"MACRORREGIAO NORTE";"BACURITUBA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2018";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2018";"2018-2021";"Aprovado com Ressalvas";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2019";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2019";"2018-2021";"Aprovado com Ressalvas";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2020";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2020";"2018-2021";"Aprovado com Ressalvas";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2021";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2021";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2022";"2022-2025";"Em Elaboração";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2022";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210140";"MA";"Balsas";"MACRORREGIAO SUL";"BALSAS";"2022";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
